ORGÃO SUPERIOR CONTRATANTE;FORMA DE CONTRATAÇÃO;GRUPO DE OBJETO DE CONTRATAÇÃO;NOME DO FORNECEDOR;CPF / CNPJ DO FORNECEDOR;UF DO FORNECEDOR;VALOR CONTRATADO;CNAE PRINCIPAL;DESCRIÇÃO DA ATIVIDADE
MINISTERIO DA ECONOMIA;Pregão;Materiais;M.S. DA LUZ COM. E SERV;18.988.961/0001-11;PA;R$ 7.754,04;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Materiais;AUTO POSTO MADEIRAO LTDA;63.771.398/0001-80;RO;R$ 7.521,60;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;GABRIELA GONCALVES PARABONI VAZ;30.926.988/0001-85;RS;R$ 7.401,60;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Bens patrimoniais;LENDARIO COMERCIO DE EQUIPAMENTOS ELETRICOS EIRELI;34.073.854/0001-10;DF;R$ 7.279,50;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;MIRANDA TURISMO E REPRESENTACOES LTDA;24.929.614/0001-10;DF;R$ 7.271,44;;
MINISTERIO DA ECONOMIA;Sem Informação;Outros;INOVA VENDAS EIRELI;30.459.862/0001-48;GO;R$ 7.104,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;JAIR CARIMBOS E ARTIGO DE PAPELARIA LTDA;09.371.678/0001-55;SP;R$ 7.050,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;TOALHEIROS REAL EIRELI;42.272.856/0001-66;RJ;R$ 6.912,00;;
MINISTERIO DA ECONOMIA;Sem Informação;Outros;FAST SUPPLY TECHNOLOGY LTDA;11.658.112/0001-50;RJ;R$ 6.897,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;THYSSENKRUPP ELEVADORES SA;90.347.840/0040-24;SP;R$ 6.840,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;AWK AMBIENTAL LTDA;26.727.694/0001-57;SP;R$ 6.839,00;;
MINISTERIO DA ECONOMIA;Pregão;Outros;FLAVIO GARCIA FERREIRA;11.840.992/0001-81;GO;R$ 6.600,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;NWNET TELECOM LTDA;11.105.612/0001-65;MG;R$ 6.480,00;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;COMPANHIA DE SANEAMENTO DO PARA;04.945.341/0001-90;PA;R$ 6.045,02;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;REDE RALPNET TELECOMUNICACOES EIRELI;19.435.886/0001-24;MA;R$ 6.000,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Materiais;A.C.F. MOREIRA;14.410.553/0001-27;RO;R$ 5.910,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Bens patrimoniais;LAR E COZINHA COMERCIAL LTDA;32.183.517/0001-50;GO;R$ 5.892,64;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Materiais;A.C.F. MOREIRA;14.410.553/0001-27;RO;R$ 5.811,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ALERTA SEGURANCA ELETRONICA EIRELI;02.715.056/0001-58;PB;R$ 5.695,08;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ALERTA SEGURANCA ELETRONICA EIRELI;02.715.056/0001-58;PB;R$ 5.589,24;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;CONNECT ESTAGIOS LTDA;21.639.300/0001-95;ES;R$ 5.484,60;;
MINISTERIO DA ECONOMIA;Pregão;Materiais;AKBAR COMERCIO EXPORTACAO E IMPORTACAO LTDA;04.279.374/0001-49;SE;R$ 5.474,00;;
MINISTERIO DA ECONOMIA;Sem Informação;Outros;MAXIMUM COMERCIAL IMPORTADORA E EXPORTADORA LTDA;12.467.682/0001-26;DF;R$ 5.220,00;;
MINISTERIO DA ECONOMIA;Pregão;Outros;SPEEDSERVICE TELECOMUNICACOES LTDA;08.941.139/0001-41;RS;R$ 5.180,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Materiais;DP AUTO POSTO LTDA;09.688.747/0001-59;MG;R$ 5.117,20;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;MOPEN MANUTENCAO E OPERACAO DE EQUIPAMENTOS ELETRO-ELETRONICOS LTDA;05.027.397/0001-29;SC;R$ 4.840,00;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;09.168.704/0001-42;DF;R$ 4.800,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;CERTTO TELECOMUNICACOES LTDA;00.796.307/0001-40;PR;R$ 4.797,60;;
MINISTERIO DA ECONOMIA;Pregão;Outros;BRPHONIA PROVEDOR IP LTDA;10.431.131/0001-87;RS;R$ 4.780,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Materiais;CARMO  EDUCACAO PROFISSIONAL EIRELI;29.400.170/0001-45;RO;R$ 4.745,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;LAVANDERIA PADRAO EIRELI  - EM RECUPERACAO JUDICIAL;02.452.824/0001-28;DF;R$ 4.742,40;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;R J MARTINS LAVANDERIA LTDA;19.622.004/0001-30;PA;R$ 4.699,80;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Materiais;E S OLIVEIRA COMERCIO;83.211.342/0001-88;PA;R$ 4.684,80;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;COM4 DATA CENTER EIRELI;02.420.128/0001-30;SP;R$ 4.668,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Materiais;ROAD COMERCIO E SERVICOS EIRELI;05.555.440/0001-29;RO;R$ 4.560,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;MIRANDA TURISMO E REPRESENTACOES LTDA;24.929.614/0001-10;DF;R$ 4.544,65;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;DEPARTAMENTO DE AGUA E ESGOTO DO MUNICIPIO DE VARZEA GRANDE;02.555.079/0001-42;MT;R$ 4.518,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;INSTITUTO EUVALDO LODI NUCLEO REGIONAL DE ALAGOAS;12.157.863/0001-56;AL;R$ 4.334,40;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Materiais;AUTO POSTO E CENTRO AUTOMOTIVO WENCESLAU BRAZ LTDA;17.212.958/0001-49;MG;R$ 3.860,01;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;BITMAIL SERVICOS DE INFORMATICA LTDA;12.183.982/0001-83;MA;R$ 3.600,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;TMS COMERCIO E LOCACAO DE PURIFICADORES EIRELI;09.114.027/0001-80;MG;R$ 3.562,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;VIACOM NEXT GENERATION COMUNICACAO LTDA;06.172.384/0001-06;MA;R$ 3.498,80;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;TELECOMUNICACOES NORDESTE LTDA;02.995.233/0001-05;MA;R$ 3.438,80;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;ELITE SEGURANCA ELETRONICA EIRELI;31.846.738/0001-06;RO;R$ 3.360,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ACRE FRIO AR CONDICIONADO LTDA;10.889.815/0001-27;AC;R$ 3.210,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Materiais;E. M. DOS S. BASTOS;12.953.821/0001-21;PA;R$ 3.207,60;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;EASYTECH TELECOM LTDA;19.380.601/0001-03;MG;R$ 3.200,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E;61.600.839/0001-55;SP;R$ 3.092,88;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Materiais;IMEISSEN COMERCIO E SERVICOS EIRELI;15.749.688/0001-84;RO;R$ 2.920,32;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;OI S.A. - EM RECUPERACAO JUDICIAL;76.535.764/0001-43;RJ;R$ 2.910,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;OI S.A. - EM RECUPERACAO JUDICIAL;76.535.764/0001-43;RJ;R$ 2.686,83;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;ITAMAR C. DA SILVA;03.397.088/0001-15;RR;R$ 2.660,00;;
MINISTERIO DA ECONOMIA;Pregão;Materiais;MAXIMO COMERCIO E DISTRIBUICAO EIRELI;24.343.530/0001-09;SE;R$ 2.615,90;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;CONEXAO FERREIRA TELECOMUNICACOES LTDA;25.306.186/0001-32;MG;R$ 2.400,00;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E;61.600.839/0001-55;SP;R$ 2.400,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;STRATUS TELECOMUNICACOES LTDA;03.094.815/0001-75;MG;R$ 2.398,80;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Serviços;FAMA SERVICE ADMINISTRACAO DE SERVICOS GERAIS EIRELI;00.317.343/0001-84;PR;R$ 2.302,44;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Materiais;KSS DISTRIBUIDORA DE BEBIDAS LTDA;24.791.993/0001-25;RO;R$ 2.250,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;NWNET TELECOM LTDA;11.105.612/0001-65;MG;R$ 2.158,80;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;ALARM SYSTEM TECNOLOGIA LTDA;01.073.158/0001-54;SP;R$ 2.148,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Bens patrimoniais;LAR E COZINHA COMERCIAL LTDA;32.183.517/0001-50;GO;R$ 1.918,24;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Materiais;DAIANE LAZZARETTI SOUZA;06.272.573/0001-50;MS;R$ 1.800,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;NWNET TELECOM LTDA;11.105.612/0001-65;MG;R$ 1.798,80;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;ERCIO APARECIDO DE AGUIAR - CPF 78050723615;02.172.538/0001-09;MG;R$ 1.680,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;SOFTWAY INFORMATICA LTDA;03.248.312/0001-07;CE;R$ 1.500,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Materiais;CARMO  EDUCACAO PROFISSIONAL EIRELI;29.400.170/0001-45;RO;R$ 1.466,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Bens patrimoniais;COMERCIAL ELIANE EIRELI;23.273.760/0001-78;PR;R$ 1.417,56;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Serviços;2MC TRANSPORTES RODOVIARIOS LTDA;07.941.147/0001-25;RJ;R$ 1.260,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;F J S LESSA;22.689.075/0001-64;MA;R$ 1.200,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;MARCIO MENDES PEREIRA LTDA;09.153.955/0001-53;MA;R$ 1.199,40;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;B.S. COSTA EIRELI;20.326.556/0001-80;MG;R$ 1.198,80;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;L. S. OLIVEIRA SERVICOS DE TELECOM LTDA;24.996.033/0001-00;CE;R$ 1.198,80;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;SERVICO AUTONOMO DE AGUA E ESGOTO;12.763.116/0001-61;AL;R$ 1.136,74;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Bens patrimoniais;LENDARIO COMERCIO DE EQUIPAMENTOS ELETRICOS EIRELI;34.073.854/0001-10;DF;R$ 970,60;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;MAP TELECOMUNICACOES LTDA;12.997.155/0002-04;MG;R$ 960,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;B.S. COSTA EIRELI;20.326.556/0001-80;MG;R$ 958,80;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;R G DE SOUSA EIRELI;21.897.077/0001-86;MA;R$ 899,94;;
MINISTERIO DA ECONOMIA;Pregão;Serviços;CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E;61.600.839/0001-55;SP;R$ 720,00;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Outros;V M P TELECOMUNICACOES LTDA;11.207.793/0001-30;MG;R$ 639,20;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Obras, Serviços;JMARTINS ENGENHARIA EIRELI;25.303.096/0001-98;RN;R$ 629,20;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Materiais;IPE TRANSPORTE E GAS LTDA;03.627.960/0001-74;MS;R$ 316,00;;
MINISTERIO DA ECONOMIA;Inexigibilidade de Licitação;Serviços;OURO PRETO SERVICOS DE SANEAMENTO S.A - SANEOURO;35.198.517/0001-11;MG;R$ 292,20;;
MINISTERIO DA ECONOMIA;Dispensa de Licitação;Materiais;FRANCIELI VIANA DA SILVA SANTOS - EIRELI;29.516.577/0001-32;MS;R$ 260,00;;
MINISTERIO DA ECONOMIA;Pregão - Registro de Preço;Materiais;PRODUTIVIDADE SERVICOS ESPECIALIZADOS DE INSTALACOES LTDA;30.283.748/0001-00;SP;R$ 0,00;;
